model 1,model 2,model 3,model 1 cutoff,model 2 cutoff,model 3 cutoff, ember, mlsec
initial,adversarial_misc,undetect_benign,1,0.002,0.234,8,56
initial,adversarial_misc,msf_all,1,0.002,0.019,8,55
initial,adversarial_misc,msf_benign,1,0.002,0.037,13,64
initial,adversarial_misc,undetect_all,1,0.002,0.007,8,57
initial,adversarial_misc,undetect_benign,1,0.002,0.234,8,55
initial,adversarial_misc,msf_all,1,0.002,0.018,7,54
initial,adversarial_misc,msf_benign,1,0.002,0.036,12,63
initial,adversarial_misc,undetect_all,1,0.002,0.007,7,56
initial,adversarial_misc,undetect_benign,1,0.002,0.234,7,54
initial,adversarial_misc,msf_all,1,0.003,0.018,6,53
initial,adversarial_misc,msf_benign,1,0.003,0.035,11,63
initial,adversarial_misc,undetect_all,1,0.003,0.006,6,55
initial,adversarial_misc,undetect_benign,1,0.003,0.234,6,53
initial,adversarial_misc,msf_all,1,0.005,0.017,5,52
initial,adversarial_misc,msf_benign,1,0.005,0.034,11,61
initial,adversarial_misc,undetect_all,1,0.005,0.006,5,52
initial,adversarial_misc,undetect_benign,1,0.005,0.234,5,50
initial,adversarial_misc,msf_all,1,0.008,0.017,5,48
initial,adversarial_misc,msf_benign,1,0.008,0.033,11,57
initial,adversarial_misc,undetect_all,1,0.008,0.006,5,48
initial,adversarial_misc,undetect_benign,1,0.008,0.234,5,46
initial,adversarial_misc,msf_all,1,2,0.016,0,8
initial,adversarial_misc,msf_benign,1,2,0.033,7,19
initial,adversarial_misc,undetect_all,1,2,0.006,0,13
initial,adversarial_misc,undetect_benign,1,2,0.234,1,1
initial,adversarial_misc,msf_all,2,0.001,2,12,66
initial,adversarial_misc,msf_benign,2,0.001,2,12,66
initial,adversarial_misc,undetect_all,2,0.001,2,12,66
initial,adversarial_misc,undetect_benign,2,0.001,2,12,66
initial,adversarial_misc,msf_all,2,0.001,0.053,12,66
initial,adversarial_misc,msf_benign,2,0.001,0.081,14,67
initial,adversarial_misc,undetect_all,2,0.001,0.016,12,69
initial,adversarial_misc,undetect_benign,2,0.001,0.275,12,67
initial,adversarial_misc,msf_all,2,0.001,0.041,12,66
initial,adversarial_misc,msf_benign,2,0.001,0.066,14,67
initial,adversarial_misc,undetect_all,2,0.001,0.013,12,68
initial,adversarial_misc,undetect_benign,2,0.001,0.256,12,66
initial,adversarial_misc,msf_all,2,0.001,0.034,11,65
initial,adversarial_misc,msf_benign,2,0.001,0.059,14,67
initial,adversarial_misc,undetect_all,2,0.001,0.012,11,67
initial,adversarial_misc,undetect_benign,2,0.001,0.24,12,65
initial,adversarial_misc,msf_all,2,0.001,0.03,11,65
initial,adversarial_misc,msf_benign,2,0.001,0.056,14,67
initial,adversarial_misc,undetect_all,2,0.001,0.01,11,67
initial,adversarial_misc,undetect_benign,2,0.001,0.234,12,65
initial,adversarial_misc,msf_all,2,0.001,0.028,11,64
initial,adversarial_misc,msf_benign,2,0.001,0.053,14,67
initial,adversarial_misc,undetect_all,2,0.001,0.01,11,66
initial,adversarial_misc,undetect_benign,2,0.001,0.234,12,64
initial,adversarial_misc,msf_all,2,0.001,0.025,11,64
initial,adversarial_misc,msf_benign,2,0.001,0.05,14,67
initial,adversarial_misc,undetect_all,2,0.001,0.009,11,66
initial,adversarial_misc,undetect_benign,2,0.001,0.234,11,64
initial,adversarial_misc,msf_all,2,0.001,0.024,11,63
initial,adversarial_misc,msf_benign,2,0.001,0.048,14,67
initial,adversarial_misc,undetect_all,2,0.001,0.009,11,65
initial,adversarial_misc,undetect_benign,2,0.001,0.234,11,64
initial,adversarial_misc,msf_all,2,0.001,0.024,11,63
initial,adversarial_misc,msf_benign,2,0.001,0.045,14,68
initial,adversarial_misc,undetect_all,2,0.001,0.008,11,65
initial,adversarial_misc,undetect_benign,2,0.001,0.234,11,63
initial,adversarial_misc,msf_all,2,0.001,0.022,10,63
initial,adversarial_misc,msf_benign,2,0.001,0.043,14,68
initial,adversarial_misc,undetect_all,2,0.001,0.008,10,64
initial,adversarial_misc,undetect_benign,2,0.001,0.234,11,63
initial,adversarial_misc,msf_all,2,0.001,0.021,10,61
initial,adversarial_misc,msf_benign,2,0.001,0.042,14,67
initial,adversarial_misc,undetect_all,2,0.001,0.008,10,63
initial,adversarial_misc,undetect_benign,2,0.001,0.234,10,61
initial,adversarial_misc,msf_all,2,0.001,0.021,10,59
initial,adversarial_misc,msf_benign,2,0.001,0.04,14,66
initial,adversarial_misc,undetect_all,2,0.001,0.008,10,60
initial,adversarial_misc,undetect_benign,2,0.001,0.234,10,59
initial,adversarial_misc,msf_all,2,0.001,0.02,9,57
initial,adversarial_misc,msf_benign,2,0.001,0.04,13,65
initial,adversarial_misc,undetect_all,2,0.001,0.007,9,59
initial,adversarial_misc,undetect_benign,2,0.001,0.234,9,57
initial,adversarial_misc,msf_all,2,0.002,0.02,9,56
initial,adversarial_misc,msf_benign,2,0.002,0.039,13,65
initial,adversarial_misc,undetect_all,2,0.002,0.007,9,58
initial,adversarial_misc,undetect_benign,2,0.002,0.234,9,56
initial,adversarial_misc,msf_all,2,0.002,0.019,8,56
initial,adversarial_misc,msf_benign,2,0.002,0.037,13,65
initial,adversarial_misc,undetect_all,2,0.002,0.007,8,57
initial,adversarial_misc,undetect_benign,2,0.002,0.234,8,56
initial,adversarial_misc,msf_all,2,0.002,0.018,8,55
initial,adversarial_misc,msf_benign,2,0.002,0.036,13,64
initial,adversarial_misc,undetect_all,2,0.002,0.007,8,57
initial,adversarial_misc,undetect_benign,2,0.002,0.234,8,55
initial,adversarial_misc,msf_all,2,0.002,0.018,7,54
initial,adversarial_misc,msf_benign,2,0.002,0.035,12,64
initial,adversarial_misc,undetect_all,2,0.002,0.006,7,56
initial,adversarial_misc,undetect_benign,2,0.002,0.234,7,54
initial,adversarial_misc,msf_all,2,0.003,0.017,6,55
initial,adversarial_misc,msf_benign,2,0.003,0.034,12,63
initial,adversarial_misc,undetect_all,2,0.003,0.006,6,55
initial,adversarial_misc,undetect_benign,2,0.003,0.234,6,53
initial,adversarial_misc,msf_all,2,0.005,0.017,5,52
initial,adversarial_misc,msf_benign,2,0.005,0.033,11,61
initial,adversarial_misc,undetect_all,2,0.005,0.006,5,52
initial,adversarial_misc,undetect_benign,2,0.005,0.234,5,50
initial,adversarial_misc,msf_all,2,0.008,0.016,5,48
initial,adversarial_misc,msf_benign,2,0.008,0.033,11,57
initial,adversarial_misc,undetect_all,2,0.008,0.006,5,48
initial,adversarial_misc,undetect_benign,2,0.008,0.234,5,46
initial,adversarial_misc,msf_all,2,2,0.016,0,8
initial,adversarial_misc,msf_benign,2,2,0.032,7,20
initial,adversarial_misc,undetect_all,2,2,0.006,0,13
initial,adversarial_misc,undetect_benign,2,2,0.232,1,1
